COUNTRY CODE	IBA CODE	IBA NAME
"RU"	"BIRDLIFE_18856"	"Flood-plain of the Tuy river"
"RU"	"BIRDLIFE_24903"	"Floodplain of Cheptsa river"
"RU"	"BIRDLIFE_24910"	"Floodplain of Ilek river near Pokrovka"
"RU"	"BIRDLIFE_20031"	"Floodplain of Moksha river and Common Crane autumn aggegation near villages Khohlikha and Shaprikha"
"RU"	"BIRDLIFE_20029"	"Floodplain of Oka river up-stream of the Murom"
"RU"	"BIRDLIFE_20028"	"Floodplain of Pjana river near village Sarga"
"RU"	"BIRDLIFE_20032"	"Floodplain of Rudnya river and surroundings"
"RU"	"BIRDLIFE_24909"	"Floodplain of Ural and Kindeli rivers"
"RU"	"BIRDLIFE_22011"	"Floodplain of the Terek river near Staroshchedrinskaya"
"RU"	"BIRDLIFE_25034"	"Floodplains of the Unzha river near Kologriv"
"RU"	"BIRDLIFE_20025"	"Forest in the middle reaches of Serezha river"
"RU"	"BIRDLIFE_20037"	"Forest-steppe Gyul'chachak (Peony forest-steppe)"
"RU"	"BIRDLIFE_20008"	"Forests and bogs in the lower reaches of Bol'shaya Kaksha river"
"RU"	"BIRDLIFE_20016"	"Forests and wetlands in the valley of the Nuzhma river"
"RU"	"BIRDLIFE_20012"	"Forests, bogs and gathering of the Common Cranes near Voskresenskoye village"
"RU"	"BIRDLIFE_16606"	"Forty islands"
"RU"	"BIRDLIFE_1584"	"Gavan'skie oak-forest"
"RU"	"BIRDLIFE_1448"	"Gavrilovski archipelago"
"RU"	"BIRDLIFE_16490"	"Geka bay"
"RU"	"BIRDLIFE_16592"	"Getlyangen lagoon and Khalyustkin cape"
"RU"	"BIRDLIFE_20907"	"Golubinskiye Sands"
"RU"	"BIRDLIFE_18621"	"Gor'koye lake near Karas'ye village"
"RU"	"BIRDLIFE_18706"	"Gor'koye lake near Novotroitskoye village"
"RU"	"BIRDLIFE_16524"	"Gorbita river"
"RU"	"BIRDLIFE_18802"	"Gornaya Kolyvan'"
"RU"	"BIRDLIFE_1599"	"Gorodishchenski forest"
"RU"	"BIRDLIFE_22192"	"Gunibskoye plateau"
"RU"	"BIRDLIFE_16519"	"Gusikha river basin and lower Balakhnya river"
"RU"	"BIRDLIFE_29389"	"Holes of the Karasuk river downstream"
"RU"	"BIRDLIFE_1535"	"Homeland of the Crane (Dubna marshes and adjacent areas)"
"RU"	"BIRDLIFE_1566"	"Ichalkovski"
"RU"	"BIRDLIFE_20026"	"Ichalkovski forest"
"RU"	"BIRDLIFE_18690"	"Ilmensky zapovednik"
"RU"	"BIRDLIFE_16590"	"Inchoun and Uelen lagoons"
"RU"	"BIRDLIFE_18775"	"Inder'"
"RU"	"BIRDLIFE_1604"	"Insaro-Kovylkinski"
"RU"	"BIRDLIFE_16570"	"Inya valley"
"RU"	"BIRDLIFE_16558"	"Iony Island"
"RU"	"BIRDLIFE_1625"	"Iremel'ski mountain"
"RU"	"BIRDLIFE_1627"	"Irendyk ridge"
"RU"	"BIRDLIFE_18595"	"Irgaklinski forest"
"RU"	"BIRDLIFE_18932"	"Irnykshinskiye marshes"
"RU"	"BIRDLIFE_16550"	"Islands in Peter the Great bay"
"RU"	"BIRDLIFE_1445"	"Islands in the western part of Lake Manych-Gudilo"
"RU"	"BIRDLIFE_12546"	"Issinski"
"RU"	"BIRDLIFE_18681"	"Istochnoye, Sredneye and Schuch'ye lakes"
"RU"	"BIRDLIFE_1530"	"Ivan-Karaul island"
"RU"	"BIRDLIFE_12543"	"Ivinski flood-plain (Verkhnesvirskoye reservoir)"
"RU"	"BIRDLIFE_1587"	"Izhevsk flood-plain of Oka river"
"RU"	"BIRDLIFE_16518"	"Izvestiy Tsik islands"
"RU"	"BIRDLIFE_18659"	"Kaban'i lakes"
"RU"	"BIRDLIFE_1490"	"Kabardino-Balkarski Nature Reserve"
"RU"	"BIRDLIFE_1592"	"Kalachskaya Loop of Don River"
"RU"	"BIRDLIFE_22263"	"Kalausskiye floods"
"RU"	"BIRDLIFE_1617"	"Kalininski Plavny"
"RU"	"BIRDLIFE_1598"	"Kalitvenski forest"
"RU"	"BIRDLIFE_12504"	"Kaltasinski forest"
"RU"	"BIRDLIFE_1611"	"Kaluzhskiye Zaseki Nature Reserve"
"RU"	"BIRDLIFE_1577"	"Kamsko-Bakaldinskiye marshes"
"RU"	"BIRDLIFE_1553"	"Kamsko-Ikski area"
"RU"	"BIRDLIFE_1614"	"Kamsko-Yayvenski wetland"
"RU"	"BIRDLIFE_16597"	"Kanchalan river basin"
"RU"	"BIRDLIFE_1520"	"Kandalaksha Bay"
"RU"	"BIRDLIFE_1539"	"Kanin peninsula (watershed of Yazhma and Nyes' rivers)"
"RU"	"BIRDLIFE_18787"	"Kanskaya Steppe"
"RU"	"BIRDLIFE_24914"	"Karabash-Kudashskaya forest-steppe"
"RU"	"BIRDLIFE_16486"	"Karaga bay"
"RU"	"BIRDLIFE_16487"	"Karaginskiy Island"
"RU"	"BIRDLIFE_1456"	"Karaichevski forest"
"RU"	"BIRDLIFE_18805"	"Karakansky pine forest"
"RU"	"BIRDLIFE_1435"	"Karakol'skiye lakes"
"RU"	"BIRDLIFE_18944"	"Karakulinskaya flood-plain"
"RU"	"BIRDLIFE_22017"	"Karanogaiskiye steppes"
"RU"	"BIRDLIFE_20038"	"Karginskiye hills"
"RU"	"BIRDLIFE_1483"	"Kargopol' area"
"RU"	"BIRDLIFE_12535"	"Kasumkentski reserve"
"RU"	"BIRDLIFE_18649"	"Katai lake"
"RU"	"BIRDLIFE_18863"	"Kataiginskiye bogs"
"RU"	"BIRDLIFE_16494"	"Kavacha lagoon"
"RU"	"BIRDLIFE_12529"	"Kayakentski reserve"
"RU"	"BIRDLIFE_24923"	"Kazachka"
"RU"	"BIRDLIFE_18887"	"Kazanskaya flood-plain of the Ishim river"
"RU"	"BIRDLIFE_12530"	"Kebyaktepe ridge"
"RU"	"BIRDLIFE_1472"	"Kenozer'ye"
"RU"	"BIRDLIFE_16611"	"Keremesit-Sundrun watershed"
"RU"	"BIRDLIFE_22189"	"Kezenoi-Am lake"
"RU"	"BIRDLIFE_16539"	"Kezhma archipelago, Angara river"
"RU"	"BIRDLIFE_16535"	"Khadyn lake"
"RU"	"BIRDLIFE_32062"	"Khalpili Islands and Impoveyem Bay"
"RU"	"BIRDLIFE_16548"	"Khanka plain"
"RU"	"BIRDLIFE_1574"	"Khanskoye Lake"
"RU"	"BIRDLIFE_16522"	"Khara-Tumus peninsula and Nordvik bay"
"RU"	"BIRDLIFE_16475"	"Kharchinskoye lake"
"RU"	"BIRDLIFE_18797"	"Kharitonovsky complex of lakes and marshes"
"RU"	"BIRDLIFE_1428"	"Khaypudyrskaya Bay (Islands of B. Zelenets, Dolgi, Matveyev)"
"RU"	"BIRDLIFE_16483"	"Khayryuzova bay"
"RU"	"BIRDLIFE_25030"	"Kholmanskiye feathergrass steppes"
"RU"	"BIRDLIFE_1534"	"Khoper Nature Reserve"
"RU"	"BIRDLIFE_1560"	"Khrenovski forest"
"RU"	"BIRDLIFE_22024"	"Khulamskoye ravine"
"RU"	"BIRDLIFE_1636"	"Khvalynski National Park"
"RU"	"BIRDLIFE_16551"	"Kievka and Chernaya river basins"
"RU"	"BIRDLIFE_1541"	"Kil'pola Island and adjoining waters"
"RU"	"BIRDLIFE_18695"	"Kileinoye bog"
"RU"	"BIRDLIFE_20013"	"Kilemarski Reserve"
"RU"	"BIRDLIFE_22009"	"Kissyk area"
"RU"	"BIRDLIFE_1540"	"Kivach Nature Reserve"
"RU"	"BIRDLIFE_1546"	"Kiziltash limans"
"RU"	"BIRDLIFE_1494"	"Kizlyar Bay"
"RU"	"BIRDLIFE_1582"	"Kletnyanski forest"
"RU"	"BIRDLIFE_12556"	"Klyazminski reserve"
"RU"	"BIRDLIFE_26468"	"Klyazminsko-Balakhninskaya lowland"
"RU"	"BIRDLIFE_18652"	"Kocherdyksky goose zakaznik"
"RU"	"BIRDLIFE_24676"	"Kolguev island"
"RU"	"BIRDLIFE_25035"	"Kologrivski forest"
"RU"	"BIRDLIFE_16601"	"Kolyma delta"
"RU"	"BIRDLIFE_16587"	"Kolyma-Alazeya lowland"
"RU"	"BIRDLIFE_18813"	"Kondinskiye lakes"
"RU"	"BIRDLIFE_32071"	"Kondo-Alymskaya"
"RU"	"BIRDLIFE_16560"	"Konstantin and Tugur bays"
"RU"	"BIRDLIFE_1430"	"Koporski Bay"
"RU"	"BIRDLIFE_16491"	"Korfa Gulf (northern part)"
"RU"	"BIRDLIFE_18604"	"Korgonskaya"
"RU"	"BIRDLIFE_12554"	"Korodyn'k Creek Great Snipe Lek"
"RU"	"BIRDLIFE_22014"	"Kosobo-Kelebski reserve"
"RU"	"BIRDLIFE_16541"	"Kosogol' lake"
"RU"	"BIRDLIFE_23441"	"Kozinka lake and Baranikovski segment of Manych"
"RU"	"BIRDLIFE_1531"	"Kraka Mountain"
"RU"	"BIRDLIFE_22198"	"Krasniy Les area"
"RU"	"BIRDLIFE_22016"	"Krasnoarmeiskiye waste lands"
"RU"	"BIRDLIFE_22197"	"Krasnodarskoye reservoir"
"RU"	"BIRDLIFE_12506"	"Krasnokamski forest"
"RU"	"BIRDLIFE_18803"	"Krasnoschekovskaya"
"RU"	"BIRDLIFE_16474"	"Kronotskiy Gulf"
"RU"	"BIRDLIFE_18839"	"Krutali Lake"
"RU"	"BIRDLIFE_18828"	"Kuktibiz lake"
"RU"	"BIRDLIFE_1474"	"Kulaksay lowland"
"RU"	"BIRDLIFE_1567"	"Kulikovski forest"
"RU"	"BIRDLIFE_13014"	"Kuloy river"
"RU"	"BIRDLIFE_18801"	"Kulundinskaya forest band"
"RU"	"BIRDLIFE_1623"	"Kumikushski wetland"
"RU"	"BIRDLIFE_18940"	"Kumysni pond site"
"RU"	"BIRDLIFE_24919"	"Kundryuchenskiye sands"
"RU"	"BIRDLIFE_18715"	"Kunovatski"
"RU"	"BIRDLIFE_25057"	"Kuplongskaya"
"RU"	"BIRDLIFE_1467"	"Kupy area"
"RU"	"BIRDLIFE_1573"	"Kurdzhips river valley"
"RU"	"BIRDLIFE_1628"	"Kurgalski Peninsula"
"RU"	"BIRDLIFE_16510"	"Kuril islands (between Urup and Paramushir)"
"RU"	"BIRDLIFE_16466"	"Kuril'skoye lake"
"RU"	"BIRDLIFE_18635"	"Kurkure mountain"
"RU"	"BIRDLIFE_18823"	"Kurlady Lake"
"RU"	"BIRDLIFE_16526"	"Kurluska lake and middle Boganida valley"
"RU"	"BIRDLIFE_20023"	"Kurmyshskaya flood-land"
"RU"	"BIRDLIFE_22043"	"Kurnikov liman"
"RU"	"BIRDLIFE_18883"	"Kurtaily lake"
"RU"	"BIRDLIFE_18830"	"Kurtan Lake"
"RU"	"BIRDLIFE_18693"	"Kurumbel'skaya steppe"
"RU"	"BIRDLIFE_1597"	"Kuznetski forest"
"RU"	"BIRDLIFE_18841"	"Kuznetsky Alatau Zapovednik"
"RU"	"BIRDLIFE_1642"	"Kvarkush and Zolotoy Kamen' ridges"
"RU"	"BIRDLIFE_16602"	"Kytalyk"
"RU"	"BIRDLIFE_13012"	"Lake Ayke"
"RU"	"BIRDLIFE_1457"	"Lake El'ton"
"RU"	"BIRDLIFE_1548"	"Lake Il'men and adjoining marshy plain"
"RU"	"BIRDLIFE_1469"	"Lake Lacha"
"RU"	"BIRDLIFE_1487"	"Lake Manych-Gudilo"
"RU"	"BIRDLIFE_1527"	"Lake Vyal'ye and adjoining marshes"
"RU"	"BIRDLIFE_18777"	"Lake system near Lotoshnoye village"
"RU"	"BIRDLIFE_1521"	"Lakes of northern Karelia"
"RU"	"BIRDLIFE_12536"	"Laman-Kam area"
"RU"	"BIRDLIFE_1519"	"Lapland Biosphere Reserve"
"RU"	"BIRDLIFE_12524"	"Large liman"
"RU"	"BIRDLIFE_18609"	"Lebedinoye and Svetloye lakes"
"RU"	"BIRDLIFE_16598"	"Lebediny refuge (Markovo depression)"
"RU"	"BIRDLIFE_16600"	"Lena delta"
"RU"	"BIRDLIFE_18601"	"Leninsk forest area"
"RU"	"BIRDLIFE_16511"	"Lesser Kuril Ridge and Kunashir Island"
"RU"	"BIRDLIFE_1450"	"Levo-Dobrinskaya valley"
"RU"	"BIRDLIFE_18800"	"Loktevskaya"
"RU"	"BIRDLIFE_45737"	"Lopatka Peninsula and First Kuril Strait"
"RU"	"BIRDLIFE_1464"	"Lotoshino crane gathering"
"RU"	"BIRDLIFE_16596"	"Lower Anadyr lowlands"
"RU"	"BIRDLIFE_16505"	"Lower Bikin river (Kenihezskaya mire)"
"RU"	"BIRDLIFE_18923"	"Lower Eruslan"
"RU"	"BIRDLIFE_16476"	"Lower Kamchatka river"
"RU"	"BIRDLIFE_16520"	"Lower Leningradskaya river"
"RU"	"BIRDLIFE_16517"	"Lower Nizhnyaya Taymyra river"
"RU"	"BIRDLIFE_18784"	"Lower Ob'"
"RU"	"BIRDLIFE_16549"	"Lower Tumen river"
"RU"	"BIRDLIFE_1570"	"Lower Urushten river"
"RU"	"BIRDLIFE_16532"	"Lower Verkhnyaya Taymyra river"
"RU"	"BIRDLIFE_20058"	"Lower Yuribey"
"RU"	"BIRDLIFE_22146"	"Lower reaches of Sulak river"
"RU"	"BIRDLIFE_32070"	"Lowland swamps in the valley of Tungur and Nenyuga rivers"
"RU"	"BIRDLIFE_13015"	"Lysyi Liman lake and valley of  Vostochniy Manych river"
"RU"	"BIRDLIFE_16468"	"Makovetskoye lake"
"RU"	"BIRDLIFE_18630"	"Makushinsky Zakaznik"
"RU"	"BIRDLIFE_16543"	"Malakchan bay"
"RU"	"BIRDLIFE_16485"	"Malamvayam lagoon"
"RU"	"BIRDLIFE_22034"	"Malka river ravine"
"RU"	"BIRDLIFE_1626"	"Maly Nakas ridge"
"RU"	"BIRDLIFE_1600"	"Maly Zhemchuzhny island"
"RU"	"BIRDLIFE_18628"	"Man'yass lake"
"RU"	"BIRDLIFE_16502"	"Manily lakes"
"RU"	"BIRDLIFE_12570"	"Manoilinskaya steppe"
"RU"	"BIRDLIFE_25033"	"Manturovo left bank of the Unzha river"
"RU"	"BIRDLIFE_22019"	"Manych salt lakes"
"RU"	"BIRDLIFE_20508"	"Manychstroi area"
"RU"	"BIRDLIFE_22028"	"Marinskaya cuesta of Skalisti ridge"
"RU"	"BIRDLIFE_20020"	"Marshes near Pavlovskoye Zaoch'ye and adjoining floodplain of Oka river"
"RU"	"BIRDLIFE_20019"	"Marshes near villages Frolishchi and Chistoye"
"RU"	"BIRDLIFE_18645"	"Mayan lake"
"RU"	"BIRDLIFE_45733"	"Mechigmenskiy Gulf"
"RU"	"BIRDLIFE_16595"	"Meechkyn spit and adjacent plain"
"RU"	"BIRDLIFE_16599"	"Meinypylginski and Kapylgyn lakes"
"RU"	"BIRDLIFE_12538"	"Mekhteb reservoir"
"RU"	"BIRDLIFE_32068"	"Middle Onon"
"RU"	"BIRDLIFE_1478"	"Middle reaches of Bolshaya Rogovaya river"
"RU"	"BIRDLIFE_16506"	"Middle reaches of the Bikin river"
"RU"	"BIRDLIFE_18697"	"Middle reaches of the Chulym river"
"RU"	"BIRDLIFE_16552"	"Middle reaches of the Iman river"
"RU"	"BIRDLIFE_13019"	"Migulinskiye sands"
"RU"	"BIRDLIFE_18935"	"Mishkinski forest"
"RU"	"BIRDLIFE_1605"	"Moksha flood-plain in vicinity of Krasnoslobodsk"
"RU"	"BIRDLIFE_1501"	"Moksha valley in vicinity of Temnikov"
"RU"	"BIRDLIFE_18859"	"Molebny Kamen' ridge"
"RU"	"BIRDLIFE_1533"	"Mordovian P. G. Smidovich Nature Reserve"
"RU"	"BIRDLIFE_12555"	"Morkushskoye reservoir"
"RU"	"BIRDLIFE_16481"	"Moroshechnaya River"
"RU"	"BIRDLIFE_12510"	"Mountain valley of Ai river"
"RU"	"BIRDLIFE_1452"	"Mountain valley of Sakmara river"
"RU"	"BIRDLIFE_12514"	"Mountain valley of Zilim river"
"RU"	"BIRDLIFE_1432"	"Mouth of Samur river"
"RU"	"BIRDLIFE_1524"	"Mouth of Svir river"
"RU"	"BIRDLIFE_1618"	"Mouth of Yeya river"
"RU"	"BIRDLIFE_18626"	"Mouth of the Uy river"
"RU"	"BIRDLIFE_16564"	"Mukhtel' lake"
"RU"	"BIRDLIFE_16605"	"Muna-Besyuke"
"RU"	"BIRDLIFE_16580"	"Murukta depression"
"RU"	"BIRDLIFE_16555"	"Myunskiy taiga-wetland complex"
"RU"	"BIRDLIFE_1528"	"Narva reservoir"
"RU"	"BIRDLIFE_45735"	"Navarin Canyon"
"RU"	"BIRDLIFE_45734"	"Navarin Cape"
"RU"	"BIRDLIFE_18683"	"Nefed'yevo area and Chistogay lake"
"RU"	"BIRDLIFE_1576"	"Neman river Delta and the coast of the Curonian Bay"
"RU"	"BIRDLIFE_1544"	"Nemanski forest"
"RU"	"BIRDLIFE_16478"	"Nerpich'ye Lake and Kamchatka River delta"
"RU"	"BIRDLIFE_1543"	"Nerussa - Desna woodland"
"RU"	"BIRDLIFE_16512"	"Nevskoye Lake"
"RU"	"BIRDLIFE_1453"	"Nikifarovski forest"
"RU"	"BIRDLIFE_16565"	"Nikolaya bay"
"RU"	"BIRDLIFE_18607"	"Nizhnechumyshskaya"
"RU"	"BIRDLIFE_1612"	"Nizhnekamskaya flood-plain"
"RU"	"BIRDLIFE_22020"	"Nizhnekumskiye floods"
"RU"	"BIRDLIFE_16530"	"Nordenshel'da archipelago"
"RU"	"BIRDLIFE_16454"	"North Baikal wetlands"
"RU"	"BIRDLIFE_18786"	"North flood-plain of the Ishim river"
"RU"	"BIRDLIFE_1461"	"North part of Volgogradski reservoir"
"RU"	"BIRDLIFE_16513"	"North-east Sakhalin lagoons"
"RU"	"BIRDLIFE_12545"	"North-western subburbs of St.-Petersburg"
"RU"	"BIRDLIFE_16453"	"Northern slope of Khamar-Daban mountains"
"RU"	"BIRDLIFE_20009"	"Nothern part of Gor'koe reservoir with spurs"
"RU"	"BIRDLIFE_1463"	"Novokvasnikovski liman"
"RU"	"BIRDLIFE_44499"	"Novosibirski archipelago"
"RU"	"BIRDLIFE_18596"	"Novotroitskoye reservoir"
"RU"	"BIRDLIFE_32065"	"Odyan bay"
"RU"	"BIRDLIFE_1589"	"Oka valley in vicinity of Murmino"
"RU"	"BIRDLIFE_18933"	"Okhlebininskaya flood-plain of river Belaya"
"RU"	"BIRDLIFE_1502"	"Okski Biosphere Reserve"
"RU"	"BIRDLIFE_1449"	"Oktyabr'ski forest"
"RU"	"BIRDLIFE_16460"	"Ol'khon area"
"RU"	"BIRDLIFE_32063"	"Ola lagoon"
"RU"	"BIRDLIFE_16612"	"Olenek bay"
"RU"	"BIRDLIFE_16525"	"Oleniy island and Yuratskaya bay"
"RU"	"BIRDLIFE_12568"	"Oling area"
"RU"	"BIRDLIFE_1429"	"Olonets plain"
"RU"	"BIRDLIFE_1523"	"Onega Bay of the White Sea"
"RU"	"BIRDLIFE_1640"	"Orenburgski Nature Reserve"
"RU"	"BIRDLIFE_12539"	"Orota depression"
"RU"	"BIRDLIFE_1558"	"Orshinski marshes"
"RU"	"BIRDLIFE_16536"	"Oruku-Shina"
"RU"	"BIRDLIFE_13007"	"Ostrovnoi"
"RU"	"BIRDLIFE_22265"	"Outskirts of Arbali village"
"RU"	"BIRDLIFE_18602"	"Outskirts of Kislovodsk"
"RU"	"BIRDLIFE_18943"	"Outskirts of village Il'inka"
"RU"	"BIRDLIFE_18941"	"Outskirts of village Lepekhinka"
"RU"	"BIRDLIFE_18946"	"Outskirts of village Pervomaiskoye"
"RU"	"BIRDLIFE_18945"	"Outskirts of village Rekord"
"RU"	"BIRDLIFE_18938"	"Outskirts of village Timofeevo"
"RU"	"BIRDLIFE_18799"	"Ozersky pine forest"
"RU"	"BIRDLIFE_16500"	"Parapol'skiy valley"
"RU"	"BIRDLIFE_12505"	"Pavlovskoye reservoir"
"RU"	"BIRDLIFE_13010"	"Peat pits in Volodarski and Balakhninski districts"
"RU"	"BIRDLIFE_1537"	"Pechoro-Ilychski Nature Reserve"
"RU"	"BIRDLIFE_18661"	"Pelymsky Tuman"
"RU"	"BIRDLIFE_1547"	"Pereluchski Nature Reserve"
"RU"	"BIRDLIFE_32064"	"Perevolochny bay"
"RU"	"BIRDLIFE_24071"	"Perovo lake"
"RU"	"BIRDLIFE_20061"	"Pershinsko-Manatkinsky area"
"RU"	"BIRDLIFE_24262"	"Peschanokoledinskaya"
"RU"	"BIRDLIFE_12548"	"Petrocrepost' Bay"
"RU"	"BIRDLIFE_24902"	"Pikhtovka fishponds"
"RU"	"BIRDLIFE_1514"	"Pinezhski Nature Reserve"
"RU"	"BIRDLIFE_25041"	"Pinezhski meadow"
"RU"	"BIRDLIFE_24915"	"Pis'myanskiye Gori area"
"RU"	"BIRDLIFE_18936"	"Pizhemski reserve"
"RU"	"BIRDLIFE_18641"	"Plateau Ukok"
"RU"	"BIRDLIFE_12560"	"Polesski Forest"
"RU"	"BIRDLIFE_1551"	"Polisto-Lovatskaya mire system"
"RU"	"BIRDLIFE_1518"	"Ponoiskaya depression"
"RU"	"BIRDLIFE_16604"	"Preobrazheniya island"
"RU"	"BIRDLIFE_22199"	"Priel'brus'ye National Park"
"RU"	"BIRDLIFE_18600"	"Prikumskiye steppes"
"RU"	"BIRDLIFE_25031"	"Prisyun'ski forest"
"RU"	"BIRDLIFE_1601"	"Privolzhskaya forest-steppe"
"RU"	"BIRDLIFE_1459"	"Priyeruslanskiye sands"
"RU"	"BIRDLIFE_18798"	"Proslaukhinskaya"
"RU"	"BIRDLIFE_25038"	"Ptich'ya magistral' area"
"RU"	"BIRDLIFE_18598"	"Ptich'ye (Bird's) Lake"
"RU"	"BIRDLIFE_18774"	"Puchina area"
"RU"	"BIRDLIFE_16531"	"Pura river basin"
"RU"	"BIRDLIFE_16521"	"Pyasina delta"
"RU"	"BIRDLIFE_1465"	"Racheyski forest"
"RU"	"BIRDLIFE_12576"	"Rakhinski forest"
"RU"	"BIRDLIFE_1525"	"Rakovye lakes"
"RU"	"BIRDLIFE_1610"	"Rasskazan' lake and flood-plain of Khoper river"
"RU"	"BIRDLIFE_16591"	"Ratmanova Island"
"RU"	"BIRDLIFE_22223"	"Ravine of Cherek-Balkarski river"
"RU"	"BIRDLIFE_22026"	"Ravine of Eshkakon river"
"RU"	"BIRDLIFE_22035"	"Ravine of Gundelen-Tyzyl river"
"RU"	"BIRDLIFE_1550"	"Redrovski Nature Reserve"
"RU"	"BIRDLIFE_18624"	"Redut' pine forest"
"RU"	"BIRDLIFE_16499"	"Rekinninskaya bay"
"RU"	"BIRDLIFE_25037"	"Ressetinskiye floods"
"RU"	"BIRDLIFE_45742"	"Rimskogo-Korsakova Archipelago"
"RU"	"BIRDLIFE_1511"	"River Chernaya"
"RU"	"BIRDLIFE_1637"	"Rovno area"
"RU"	"BIRDLIFE_16498"	"Rovnyy Island"
"RU"	"BIRDLIFE_1512"	"Russki Zavorot Peninsula and eastern part of Malozemelskaya Tundra"
"RU"	"BIRDLIFE_18858"	"Russkoye lake"
"RU"	"BIRDLIFE_1507"	"Rybinsk reservoir"
"RU"	"BIRDLIFE_24912"	"Rychkovskaya forest-steppe"
"RU"	"BIRDLIFE_13009"	"Salt lakes"
"RU"	"BIRDLIFE_1485"	"Salt lakes in the Primorsko-Akhtarsk area"
"RU"	"BIRDLIFE_18699"	"Saltaim-Tenis lake"
"RU"	"BIRDLIFE_24255"	"Saltosarayskoye lake"
"RU"	"BIRDLIFE_13023"	"Samarskaya Luka"
"RU"	"BIRDLIFE_12531"	"Samurski ridge"
"RU"	"BIRDLIFE_16609"	"San-Yuryakh"
"RU"	"BIRDLIFE_25056"	"Saraly"
"RU"	"BIRDLIFE_16574"	"Sarat lake"
"RU"	"BIRDLIFE_16540"	"Saratovo bog"
"RU"	"BIRDLIFE_12520"	"Sarpinskaya lake-system"
"RU"	"BIRDLIFE_1557"	"Savtsinskoye marsh"
"RU"	"BIRDLIFE_16533"	"Sayan reservoir (Tuva part)"
"RU"	"BIRDLIFE_24073"	"Sayanski canyon of the Enisey river"
"RU"	"BIRDLIFE_16566"	"Schast'ya Gulf"
"RU"	"BIRDLIFE_24906"	"Schuch'i Gori area"
"RU"	"BIRDLIFE_18778"	"Schuch'i lakes"
"RU"	"BIRDLIFE_24263"	"Schuch'ye lake"
"RU"	"BIRDLIFE_1595"	"Secretevskiye sands"
"RU"	"BIRDLIFE_20060"	"Seketovo, Rakhtovo and Artevo lakes"
"RU"	"BIRDLIFE_16455"	"Selenga delta"
"RU"	"BIRDLIFE_20030"	"Semilovskoye forestry"
"RU"	"BIRDLIFE_1608"	"Sengileyevskiye mountain"
"RU"	"BIRDLIFE_16593"	"Senyavina Strait"
"RU"	"BIRDLIFE_12541"	"Seskar island"
"RU"	"BIRDLIFE_12551"	"Sestroretsky Razliv"
"RU"	"BIRDLIFE_1515"	"Seven islands"
"RU"	"BIRDLIFE_24922"	"Severo-donetskaya"
"RU"	"BIRDLIFE_18590"	"Shabel'skaya sand-spit"
"RU"	"BIRDLIFE_12508"	"Shaitan-Tau ridge"
"RU"	"BIRDLIFE_20908"	"Shakinski oak forest"
"RU"	"BIRDLIFE_13002"	"Shalimovskoye bog"
"RU"	"BIRDLIFE_1602"	"Shalkaro-Zhetykol'ski lake system"
"RU"	"BIRDLIFE_22202"	"Shanskoye ravine"
"RU"	"BIRDLIFE_16559"	"Shantarskiye Islands"
"RU"	"BIRDLIFE_18672"	"Shapshal ridge"
"RU"	"BIRDLIFE_22193"	"Shapsugsko-Takhtamutaiskaya rice-irrigation system"
"RU"	"BIRDLIFE_12507"	"Sharanski Bors"
"RU"	"BIRDLIFE_20041"	"Shcherbakovskaya bend of Volga river"
"RU"	"BIRDLIFE_18821"	"Shestakovskiye marshes"
"RU"	"BIRDLIFE_1586"	"Shilovo flood-plain of Oka river"
"RU"	"BIRDLIFE_45741"	"Shmidta Peninsula (the eastern shore)"
"RU"	"BIRDLIFE_24917"	"Shugurovskoye plateau"
"RU"	"BIRDLIFE_20027"	"Shumerlinskaya"
"RU"	"BIRDLIFE_12571"	"Shur-Dere and Rubas foothills"
"RU"	"BIRDLIFE_18868"	"Sibirskaya anabranch (Irtysh flood-plain)"
"RU"	"BIRDLIFE_18773"	"Sibirskiye Lakes"
"RU"	"BIRDLIFE_16523"	"Sibiryakova island"
"RU"	"BIRDLIFE_16492"	"Signal'nyy Island"
"RU"	"BIRDLIFE_16507"	"Sikhote-Alin' Nature Reserve"
"RU"	"BIRDLIFE_1447"	"Siniye mountains"
"RU"	"BIRDLIFE_16594"	"Sireniki shore of Chukotka"
"RU"	"BIRDLIFE_1578"	"Sitnikovski Reserve"
"RU"	"BIRDLIFE_18658"	"Siverga lake"
"RU"	"BIRDLIFE_1562"	"Siz'menski flood-plain of Sheksna reservoir"
"RU"	"BIRDLIFE_16482"	"Skala Kovrizhka island"
"RU"	"BIRDLIFE_12565"	"Skalisti ridge between Urup and Maly Zelenchuk rivers"
"RU"	"BIRDLIFE_1446"	"Smolenskoye Poozer'ye"
"RU"	"BIRDLIFE_25028"	"Snake hills"
"RU"	"BIRDLIFE_23442"	"Sochinsky National Park"
"RU"	"BIRDLIFE_1609"	"Sokino"
"RU"	"BIRDLIFE_13017"	"Sokolino-Kasplyanskaya area"
"RU"	"BIRDLIFE_1588"	"Solotcha flood-plain of Oka river"
"RU"	"BIRDLIFE_1522"	"Solovetski Archipelago and Zjizjginski island"
"RU"	"BIRDLIFE_12516"	"Sondugski Reserve and its outskirts"
"RU"	"BIRDLIFE_16576"	"Sorokaozerki area"
"RU"	"BIRDLIFE_12566"	"Sostinskiye lakes"
"RU"	"BIRDLIFE_24918"	"Sources of Akshibai river"
