GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS2939748379	2025-03-07 12:17:09.983971	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Van De Graaff Park	L6812257	H	33.2221657	-87.5991654	2025-03-07	09:44:00	obsr3007850		S217057780	Traveling	Traveling	P22			92	2.827		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2989108829	2025-03-23 21:08:13.074328	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-23	17:25:00	obsr3031639		S220393087	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3006731452	2025-03-30 20:33:52.367627	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr3774491		S221694605	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961197906	2025-03-14 17:00:01.846794	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	06:50:00	obsr990599		S218482512	Traveling	Traveling	P22			69	1.674		2	1	G14240710	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2982551483	2025-04-06 01:00:07.84204	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Van De Graaff Park	L6812257	H	33.2221657	-87.5991654	2025-03-21	16:33:00	obsr3774491		S219870452	Traveling	Traveling	P22			109	2.308		2	1	G14291243	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987215671	2025-03-24 16:40:48.59988	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			Fire Tower Road	L39913834	P	33.0181620	-87.3682880	2025-03-23	06:52:00	obsr1073731		S220230843	Traveling	Traveling	P22			130	10.578		2	1	G14304001	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009898217	2025-03-30 20:33:52.367627	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr3423678		S221968690	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3013594396	2025-04-01 12:12:09.291008	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-31	18:25:00	obsr3031639		S222206010	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3011159200	2025-03-31 08:29:06.97927	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr909517		S222038818	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0		Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)		
URN:CornellLabOfOrnithology:EBIRD:OBS3004943209	2025-03-30 20:33:58.098671	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park	L41817972	P	33.2249100	-87.5288470	2025-03-29	07:02:00	obsr3423678		S221532918	Traveling	Traveling	P22			153	2.973		2	1	G14343859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961203680	2025-03-14 17:00:01.758986	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr990599		S218482667	Traveling	Traveling	P22			130	4.200		2	1	G14240709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005325335	2025-03-29 12:31:48.25322	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-29	10:14:00	obsr916618		S221574608	Stationary	Stationary	P21			48			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2952647598	2025-03-11 14:06:36.375002	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			NFS Road 751A, Oakmulgee (33.012, -87.452)	L41105049	P	33.0119746	-87.4520778	2025-03-11	09:57:00	obsr990599		S217914068	Traveling	Traveling	P22			20	0.901		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3010099742	2025-03-30 21:42:20.587203	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-30	19:20:00	obsr3031639		S221977988	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2995837984	2025-03-26 02:25:49.399038	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-25	18:40:00	obsr3031639		S220829042	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2955031407	2025-03-13 10:15:42.993111	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-12	07:16:00	obsr351904		S218051873	Traveling	Traveling	P22			113	5.311		2	1	G14230236	0	1	0		47-56 degrees and clear.		
URN:CornellLabOfOrnithology:EBIRD:OBS2957999981	2025-03-13 10:15:42.993111	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-12	07:16:00	obsr503027		S218234474	Traveling	Traveling	P22			113	5.311		2	1	G14230236	0	1	0		47-56 degrees and clear.		
URN:CornellLabOfOrnithology:EBIRD:OBS3005588014	2025-03-29 14:14:17.796465	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-29	09:15:00	obsr374184		S221600679	Traveling	Traveling	P22			180	3.991		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2953324394	2025-03-11 18:43:06.155592	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-11	16:28:00	obsr3423678		S217964722	Traveling	Traveling	P22			73	3.270		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3006796122	2025-03-30 20:33:52.367627	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1783375		S221698150	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0		Overcast sky--Temp of 67 degrees F--Wind from NE at 3-8 mph--71% humidity--Local Tuscaloosa Birding Group (2025 Spring Migration birding trip #1)		
URN:CornellLabOfOrnithology:EBIRD:OBS3004968365	2025-03-30 20:33:52.367627	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr850449		S221535035	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987218253	2025-03-24 16:40:48.59988	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			Fire Tower Road	L39913834	P	33.0181620	-87.3682880	2025-03-23	06:52:00	obsr451424		S220230845	Traveling	Traveling	P22			130	10.578		2	1	G14304001	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961548901	2025-03-14 17:00:01.846794	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	06:50:00	obsr1139460		S218506434	Traveling	Traveling	P22			69	1.674		2	1	G14240710	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005149981	2025-03-29 11:39:11.373444	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-28	07:10:00	obsr556872		S221555988	Traveling	Traveling	P22			40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005415821	2025-03-30 20:33:58.098671	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park	L41817972	P	33.2249100	-87.5288470	2025-03-29	07:02:00	obsr3774491		S221584093	Traveling	Traveling	P22			153	2.973		2	1	G14343859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009095985	2025-03-30 20:33:52.367627	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1152076		S221907258	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3011979038	2025-03-31 13:32:17.451304	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1242913		S222111142	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005385105	2025-03-30 20:33:37.575882	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:46:00	obsr2915343		S221580724	Traveling	Traveling	P22			302	4.426		2	1	G14343766	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3006411679	2025-03-29 18:49:34.900449	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				3	H 	C2	H 		United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Tuscaloosa Co. Rd. 21, Shirley Bridges	L1010196	H	33.3339345	-87.7571583	2025-03-29	16:33:00	obsr850449		S221672529	Traveling	Traveling	P22			73	1.358		2	1		0	1	0			Heard calls; drumming	
URN:CornellLabOfOrnithology:EBIRD:OBS2961548880	2025-03-14 17:00:01.758986	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr1139460		S218506433	Traveling	Traveling	P22			130	4.200		2	1	G14240709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3011974780	2025-03-31 13:32:17.678873	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr1235845		S222111974	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2996753853	2025-03-26 17:39:49.617502	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-26	07:09:00	obsr3423678		S220906702	Stationary	Stationary	P21			20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2983886007	2025-03-22 09:40:35.278399	11647	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-22	07:08:00	obsr990599		S219961209	Traveling	Traveling	P22			91	5.182		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961203681	2025-03-14 17:00:01.758986	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr990599		S218482667	Traveling	Traveling	P22			130	4.200		2	1	G14240709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2982449314	2025-04-06 01:00:07.228402	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Van De Graaff Park	L6812257	H	33.2221657	-87.5991654	2025-03-21	16:33:00	obsr3423678		S219864026	Traveling	Traveling	P22			109	2.308		2	1	G14291243	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009323582	2025-03-30 16:37:05.670319	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-30	09:20:00	obsr916618		S221925640	Stationary	Stationary	P21			26			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005415855	2025-03-30 20:33:58.098671	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park	L41817972	P	33.2249100	-87.5288470	2025-03-29	07:02:00	obsr3774491		S221584093	Traveling	Traveling	P22			153	2.973		2	1	G14343859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966392556	2025-03-16 08:22:51.164749	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Oliver Lock & Dam	L4427680	H	33.2068705	-87.5917464	2025-03-16	07:03:00	obsr1073731		S218820966	Traveling	Traveling	P22			15	0.298		2	1	G14254192	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005370243	2025-03-30 20:33:37.575882	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				6					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:46:00	obsr451424		S221580320	Traveling	Traveling	P22			302	4.426		2	1	G14343766	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961548881	2025-03-14 17:00:01.758986	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr1139460		S218506433	Traveling	Traveling	P22			130	4.200		2	1	G14240709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2992125227	2025-03-24 20:09:16.873049	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-24	18:37:00	obsr355910		S220592153	Stationary	Stationary	P21			30			1	1		0	1	0		As seen around bird feeders		
URN:CornellLabOfOrnithology:EBIRD:OBS3003953730	2025-03-29 01:01:12.389922	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-28	08:30:00	obsr3031639		S221427390	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2985779190	2025-03-30 13:04:02.906345	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Sharpes Landing	L10883707	H	33.2912000	-87.5194270	2025-03-22	18:30:00	obsr451424		S220126212	Traveling	Traveling	P22			72	0.200		2	1	G14300343	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2926129832	2025-03-03 01:57:57.118669	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Van De Graaff Park	L6812257	H	33.2221657	-87.5991654	2025-03-02	14:45:00	obsr3031639		S216382752	Incidental	Incidental	P20							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3004968346	2025-03-30 20:33:52.367627	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park and Trailhead	L17468589	H	33.2256396	-87.5266425	2025-03-29	07:04:00	obsr850449		S221535035	Traveling	Traveling	P22			135	2.076		19	1	G14348174	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2968313055	2025-03-17 09:59:10.37814	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Western Riverwalk	L41309016	P	33.2113430	-87.5767710	2025-03-16	16:19:00	obsr3423678		S218979312	Traveling	Traveling	P22			130	3.868		2	1	G14263565	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3004457700	2025-03-29 12:50:18.483669	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:26:00	obsr451424		S221467915	Stationary	Stationary	P21			5			2	1	G14343767	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2934745949	2025-03-05 17:39:24.581797	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-05	15:58:00	obsr355910		S216795748	Stationary	Stationary	P21			38			1	1		0	1	0		As seen from inside my home.  Cloudy, windy, 51°		
URN:CornellLabOfOrnithology:EBIRD:OBS2919749163	2025-03-01 23:25:39.781016	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-01	06:21:00	obsr1073731		S215984764	Traveling	Traveling	P22			24	1.092		2	1	G14142220	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005159449	2025-03-29 11:43:06.253567	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-28	08:00:00	obsr556872		S221557464	Traveling	Traveling	P22			40	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966586184	2025-03-20 17:03:56.96823	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-16	07:48:00	obsr1073731		S218841173	Traveling	Traveling	P22			45	8.932		2	1	G14254586	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961197907	2025-03-14 17:00:01.846794	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	06:50:00	obsr990599		S218482512	Traveling	Traveling	P22			69	1.674		2	1	G14240710	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2945977450	2025-03-09 12:24:04.290849	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-09	09:58:00	obsr1073731		S217493532	Traveling	Traveling	P22			77	11.398		2	1	G14200837	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966573969	2025-03-20 17:03:56.96823	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-16	07:48:00	obsr451424		S218841175	Traveling	Traveling	P22			45	8.932		2	1	G14254586	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2971219545	2025-03-17 18:17:17.845955	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Publix Rice Mine Road	L41338920	P	33.2630740	-87.5144170	2025-03-17	17:16:00	obsr2915343		S219131017	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2933632886	2025-03-05 10:16:56.699584	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-05	08:41:00	obsr355910		S216732947	Stationary	Stationary	P21			33			1	1		0	1	0		As seen from inside my house		
URN:CornellLabOfOrnithology:EBIRD:OBS2966874555	2025-03-20 17:03:07.985627	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-16	08:38:00	obsr451424		S218869929	Traveling	Traveling	P22			91	16.270		2	1	G14255396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2993577399	2025-03-25 10:26:16.17139	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-25	09:19:00	obsr447687		S220681011	Stationary	Stationary	P21			6			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961548902	2025-03-14 17:00:01.846794	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	06:50:00	obsr1139460		S218506434	Traveling	Traveling	P22			69	1.674		2	1	G14240710	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005325343	2025-03-29 12:31:48.25322	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-29	10:14:00	obsr916618		S221574608	Stationary	Stationary	P21			48			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2983847700	2025-03-22 09:28:46.670734	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-22	07:19:00	obsr2940210		S219957474	Stationary	Stationary	P21			68			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987922525	2025-03-23 13:53:13.831822	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Western Riverwalk	L41577764	P	33.2112712	-87.5765877	2025-03-23	11:51:00	obsr447687		S220304500	Traveling	Traveling	P22			60	1.802		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005067240	2025-03-29 11:18:01.469395	33868	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-29	08:14:00	obsr2940210		S221547577	Stationary	Stationary	P21			122			1	1		0	1	0				
